proposal_state,n,valid_response_rate,format_normalization_rate,valid_certificate_rate,valid_repair_certificate_rate
aggregate_pressure_violation,96,0.8541666666666666,0.8541666666666666,0.8541666666666666,0.8541666666666666
compliant_suboptimal,96,0.8854166666666666,0.8854166666666666,0.8854166666666666,0.0
oracle_correct,96,0.8645833333333334,0.8645833333333334,0.8020833333333334,0.0
