institution,scenario,seed,bills_processed,passage_rate,hung_parliament_behavior
president_parliamentary,baseline,131,25,0.68,cohesive_obstruction
president_parliamentary,baseline,132,25,0.48,cohesive_obstruction
president_parliamentary,baseline,133,25,0.48,cohesive_obstruction
president_parliamentary,baseline,134,25,0.68,cohesive_obstruction
president_parliamentary,baseline,135,25,0.44,cohesive_obstruction
president_parliamentary,baseline,136,25,0.52,cohesive_obstruction
president_parliamentary,baseline,137,25,0.56,cohesive_obstruction
president_parliamentary,baseline,138,25,0.56,cohesive_obstruction
president_parliamentary,baseline,139,25,0.6,cohesive_obstruction
president_parliamentary,baseline,140,25,0.6,cohesive_obstruction
president_parliamentary,baseline,141,25,0.72,cohesive_obstruction
president_parliamentary,baseline,142,25,0.64,cohesive_obstruction
president_parliamentary,baseline,143,25,0.56,cohesive_obstruction
president_parliamentary,baseline,144,25,0.56,cohesive_obstruction
president_parliamentary,baseline,145,25,0.52,cohesive_obstruction
president_parliamentary,baseline,146,25,0.6,cohesive_obstruction
president_parliamentary,baseline,147,25,0.52,cohesive_obstruction
president_parliamentary,baseline,148,25,0.6,cohesive_obstruction
president_parliamentary,baseline,149,25,0.72,cohesive_obstruction
president_parliamentary,baseline,150,25,0.64,cohesive_obstruction
president_parliamentary,baseline,151,25,0.52,cohesive_obstruction
president_parliamentary,baseline,152,25,0.56,cohesive_obstruction
president_parliamentary,baseline,153,25,0.68,cohesive_obstruction
president_parliamentary,baseline,154,25,0.6,cohesive_obstruction
president_parliamentary,baseline,155,25,0.48,cohesive_obstruction
president_parliamentary,baseline,156,25,0.4,cohesive_obstruction
president_parliamentary,baseline,157,25,0.44,cohesive_obstruction
president_parliamentary,baseline,158,25,0.56,cohesive_obstruction
president_parliamentary,baseline,159,25,0.64,cohesive_obstruction
president_parliamentary,baseline,160,25,0.6,cohesive_obstruction
president_parliamentary,baseline,161,25,0.56,cohesive_obstruction
president_parliamentary,baseline,162,25,0.44,cohesive_obstruction
president_parliamentary,baseline,163,25,0.68,cohesive_obstruction
president_parliamentary,baseline,164,25,0.44,cohesive_obstruction
president_parliamentary,baseline,165,25,0.6,cohesive_obstruction
president_parliamentary,baseline,166,25,0.64,cohesive_obstruction
president_parliamentary,baseline,167,25,0.6,cohesive_obstruction
president_parliamentary,baseline,168,25,0.6,cohesive_obstruction
president_parliamentary,baseline,169,25,0.64,cohesive_obstruction
president_parliamentary,baseline,170,25,0.4,cohesive_obstruction
president_parliamentary,baseline,171,25,0.52,cohesive_obstruction
president_parliamentary,baseline,172,25,0.44,cohesive_obstruction
president_parliamentary,baseline,173,25,0.36,cohesive_obstruction
president_parliamentary,baseline,174,25,0.52,cohesive_obstruction
president_parliamentary,baseline,175,25,0.52,cohesive_obstruction
president_parliamentary,baseline,176,25,0.56,cohesive_obstruction
president_parliamentary,baseline,177,25,0.68,cohesive_obstruction
president_parliamentary,baseline,178,25,0.44,cohesive_obstruction
president_parliamentary,baseline,179,25,0.56,cohesive_obstruction
president_parliamentary,baseline,180,25,0.44,cohesive_obstruction
president_parliamentary,baseline,181,25,0.72,cohesive_obstruction
president_parliamentary,baseline,182,25,0.56,cohesive_obstruction
president_parliamentary,baseline,183,25,0.6,cohesive_obstruction
president_parliamentary,baseline,184,25,0.52,cohesive_obstruction
president_parliamentary,baseline,185,25,0.4,cohesive_obstruction
president_parliamentary,baseline,186,25,0.44,cohesive_obstruction
president_parliamentary,baseline,187,25,0.44,cohesive_obstruction
president_parliamentary,baseline,188,25,0.68,cohesive_obstruction
president_parliamentary,baseline,189,25,0.68,cohesive_obstruction
president_parliamentary,baseline,190,25,0.52,cohesive_obstruction
president_parliamentary,baseline,191,25,0.56,cohesive_obstruction
president_parliamentary,baseline,192,25,0.6,cohesive_obstruction
president_parliamentary,baseline,193,25,0.36,cohesive_obstruction
president_parliamentary,baseline,194,25,0.56,cohesive_obstruction
president_parliamentary,baseline,195,25,0.44,cohesive_obstruction
president_parliamentary,baseline,196,25,0.56,cohesive_obstruction
president_parliamentary,baseline,197,25,0.56,cohesive_obstruction
president_parliamentary,baseline,198,25,0.6,cohesive_obstruction
president_parliamentary,baseline,199,25,0.64,cohesive_obstruction
president_parliamentary,baseline,0,25,0.56,personal_vote
president_parliamentary,baseline,1,25,0.64,personal_vote
president_parliamentary,baseline,2,25,0.64,personal_vote
president_parliamentary,baseline,3,25,0.6,personal_vote
president_parliamentary,baseline,4,25,0.64,personal_vote
president_parliamentary,baseline,5,25,0.64,personal_vote
president_parliamentary,baseline,6,25,0.56,personal_vote
president_parliamentary,baseline,7,25,0.6,personal_vote
president_parliamentary,baseline,8,25,0.6,personal_vote
president_parliamentary,baseline,9,25,0.6,personal_vote
president_parliamentary,baseline,10,25,0.52,personal_vote
president_parliamentary,baseline,11,25,0.32,personal_vote
president_parliamentary,baseline,12,25,0.48,personal_vote
president_parliamentary,baseline,13,25,0.56,personal_vote
president_parliamentary,baseline,14,25,0.52,personal_vote
president_parliamentary,baseline,15,25,0.44,personal_vote
president_parliamentary,baseline,16,25,0.52,personal_vote
president_parliamentary,baseline,17,25,0.44,personal_vote
president_parliamentary,baseline,18,25,0.44,personal_vote
president_parliamentary,baseline,19,25,0.48,personal_vote
president_parliamentary,baseline,20,25,0.6,personal_vote
president_parliamentary,baseline,21,25,0.36,personal_vote
president_parliamentary,baseline,22,25,0.56,personal_vote
president_parliamentary,baseline,23,25,0.32,personal_vote
president_parliamentary,baseline,24,25,0.52,personal_vote
president_parliamentary,baseline,25,25,0.6,personal_vote
president_parliamentary,baseline,26,25,0.44,personal_vote
president_parliamentary,baseline,27,25,0.48,personal_vote
president_parliamentary,baseline,28,25,0.6,personal_vote
president_parliamentary,baseline,29,25,0.56,personal_vote
president_parliamentary,baseline,30,25,0.56,personal_vote
president_parliamentary,baseline,31,25,0.56,personal_vote
president_parliamentary,baseline,32,25,0.52,personal_vote
president_parliamentary,baseline,33,25,0.4,personal_vote
president_parliamentary,baseline,34,25,0.76,personal_vote
president_parliamentary,baseline,35,25,0.44,personal_vote
president_parliamentary,baseline,36,25,0.4,personal_vote
president_parliamentary,baseline,37,25,0.72,personal_vote
president_parliamentary,baseline,38,25,0.44,personal_vote
president_parliamentary,baseline,39,25,0.68,personal_vote
president_parliamentary,baseline,40,25,0.44,personal_vote
president_parliamentary,baseline,41,25,0.28,personal_vote
president_parliamentary,baseline,42,25,0.48,personal_vote
president_parliamentary,baseline,43,25,0.56,personal_vote
president_parliamentary,baseline,44,25,0.52,personal_vote
president_parliamentary,baseline,45,25,0.64,personal_vote
president_parliamentary,baseline,46,25,0.48,personal_vote
president_parliamentary,baseline,47,25,0.48,personal_vote
president_parliamentary,baseline,48,25,0.76,personal_vote
president_parliamentary,baseline,49,25,0.44,personal_vote
president_parliamentary,baseline,50,25,0.68,personal_vote
president_parliamentary,baseline,51,25,0.4,personal_vote
president_parliamentary,baseline,52,25,0.72,personal_vote
president_parliamentary,baseline,53,25,0.52,personal_vote
president_parliamentary,baseline,54,25,0.64,personal_vote
president_parliamentary,baseline,55,25,0.52,personal_vote
president_parliamentary,baseline,56,25,0.36,personal_vote
president_parliamentary,baseline,57,25,0.44,personal_vote
president_parliamentary,baseline,58,25,0.68,personal_vote
president_parliamentary,baseline,59,25,0.68,personal_vote
president_parliamentary,baseline,60,25,0.64,personal_vote
president_parliamentary,baseline,61,25,0.72,personal_vote
president_parliamentary,baseline,62,25,0.64,personal_vote
president_parliamentary,baseline,63,25,0.48,personal_vote
president_parliamentary,baseline,64,25,0.48,personal_vote
president_parliamentary,baseline,65,25,0.52,personal_vote
president_parliamentary,baseline,66,25,0.4,personal_vote
president_parliamentary,baseline,67,25,0.52,personal_vote
president_parliamentary,baseline,68,25,0.6,personal_vote
president_parliamentary,baseline,69,25,0.6,personal_vote
president_parliamentary,baseline,70,25,0.48,personal_vote
president_parliamentary,baseline,71,25,0.68,personal_vote
president_parliamentary,baseline,72,25,0.44,personal_vote
president_parliamentary,baseline,73,25,0.64,personal_vote
president_parliamentary,baseline,74,25,0.44,personal_vote
president_parliamentary,baseline,75,25,0.36,personal_vote
president_parliamentary,baseline,76,25,0.64,personal_vote
president_parliamentary,baseline,77,25,0.68,personal_vote
president_parliamentary,baseline,78,25,0.44,personal_vote
president_parliamentary,baseline,79,25,0.48,personal_vote
president_parliamentary,baseline,80,25,0.56,personal_vote
president_parliamentary,baseline,81,25,0.48,personal_vote
president_parliamentary,baseline,82,25,0.4,personal_vote
president_parliamentary,baseline,83,25,0.36,personal_vote
president_parliamentary,baseline,84,25,0.56,personal_vote
president_parliamentary,baseline,85,25,0.44,personal_vote
president_parliamentary,baseline,86,25,0.72,personal_vote
president_parliamentary,baseline,87,25,0.52,personal_vote
president_parliamentary,baseline,88,25,0.48,personal_vote
president_parliamentary,baseline,89,25,0.44,personal_vote
president_parliamentary,baseline,90,25,0.44,personal_vote
president_parliamentary,baseline,91,25,0.6,personal_vote
president_parliamentary,baseline,92,25,0.68,personal_vote
president_parliamentary,baseline,93,25,0.52,personal_vote
president_parliamentary,baseline,94,25,0.36,personal_vote
president_parliamentary,baseline,95,25,0.56,personal_vote
president_parliamentary,baseline,96,25,0.56,personal_vote
president_parliamentary,baseline,97,25,0.64,personal_vote
president_parliamentary,baseline,98,25,0.44,personal_vote
president_parliamentary,baseline,99,25,0.44,personal_vote
president_parliamentary,baseline,100,25,0.64,personal_vote
president_parliamentary,baseline,101,25,0.68,personal_vote
president_parliamentary,baseline,102,25,0.52,personal_vote
president_parliamentary,baseline,103,25,0.52,personal_vote
president_parliamentary,baseline,104,25,0.48,personal_vote
president_parliamentary,baseline,105,25,0.72,personal_vote
president_parliamentary,baseline,106,25,0.6,personal_vote
president_parliamentary,baseline,107,25,0.48,personal_vote
president_parliamentary,baseline,108,25,0.52,personal_vote
president_parliamentary,baseline,109,25,0.6,personal_vote
president_parliamentary,baseline,110,25,0.76,personal_vote
president_parliamentary,baseline,111,25,0.56,personal_vote
president_parliamentary,baseline,112,25,0.52,personal_vote
president_parliamentary,baseline,113,25,0.48,personal_vote
president_parliamentary,baseline,114,25,0.56,personal_vote
president_parliamentary,baseline,115,25,0.52,personal_vote
president_parliamentary,baseline,116,25,0.48,personal_vote
president_parliamentary,baseline,117,25,0.52,personal_vote
president_parliamentary,baseline,118,25,0.72,personal_vote
president_parliamentary,baseline,119,25,0.64,personal_vote
president_parliamentary,baseline,120,25,0.44,personal_vote
president_parliamentary,baseline,121,25,0.64,personal_vote
president_parliamentary,baseline,122,25,0.52,personal_vote
president_parliamentary,baseline,123,25,0.44,personal_vote
president_parliamentary,baseline,124,25,0.44,personal_vote
president_parliamentary,baseline,125,25,0.84,personal_vote
president_parliamentary,baseline,126,25,0.56,personal_vote
president_parliamentary,baseline,127,25,0.6,personal_vote
president_parliamentary,baseline,128,25,0.68,personal_vote
president_parliamentary,baseline,129,25,0.56,personal_vote
president_parliamentary,baseline,130,25,0.56,personal_vote
president_parliamentary,baseline,131,25,0.68,personal_vote
president_parliamentary,baseline,132,25,0.48,personal_vote
president_parliamentary,baseline,133,25,0.48,personal_vote
president_parliamentary,baseline,134,25,0.68,personal_vote
president_parliamentary,baseline,135,25,0.44,personal_vote
president_parliamentary,baseline,136,25,0.52,personal_vote
president_parliamentary,baseline,137,25,0.56,personal_vote
president_parliamentary,baseline,138,25,0.56,personal_vote
president_parliamentary,baseline,139,25,0.6,personal_vote
president_parliamentary,baseline,140,25,0.6,personal_vote
president_parliamentary,baseline,141,25,0.72,personal_vote
president_parliamentary,baseline,142,25,0.64,personal_vote
president_parliamentary,baseline,143,25,0.56,personal_vote
president_parliamentary,baseline,144,25,0.56,personal_vote
president_parliamentary,baseline,145,25,0.52,personal_vote
president_parliamentary,baseline,146,25,0.6,personal_vote
president_parliamentary,baseline,147,25,0.52,personal_vote
president_parliamentary,baseline,148,25,0.6,personal_vote
president_parliamentary,baseline,149,25,0.72,personal_vote
president_parliamentary,baseline,150,25,0.64,personal_vote
president_parliamentary,baseline,151,25,0.52,personal_vote
president_parliamentary,baseline,152,25,0.56,personal_vote
president_parliamentary,baseline,153,25,0.68,personal_vote
president_parliamentary,baseline,154,25,0.6,personal_vote
president_parliamentary,baseline,155,25,0.48,personal_vote
president_parliamentary,baseline,156,25,0.4,personal_vote
president_parliamentary,baseline,157,25,0.44,personal_vote
president_parliamentary,baseline,158,25,0.56,personal_vote
president_parliamentary,baseline,159,25,0.64,personal_vote
president_parliamentary,baseline,160,25,0.6,personal_vote
president_parliamentary,baseline,161,25,0.56,personal_vote
president_parliamentary,baseline,162,25,0.44,personal_vote
president_parliamentary,baseline,163,25,0.68,personal_vote
president_parliamentary,baseline,164,25,0.44,personal_vote
president_parliamentary,baseline,165,25,0.6,personal_vote
president_parliamentary,baseline,166,25,0.64,personal_vote
president_parliamentary,baseline,167,25,0.6,personal_vote
president_parliamentary,baseline,168,25,0.6,personal_vote
president_parliamentary,baseline,169,25,0.64,personal_vote
president_parliamentary,baseline,170,25,0.4,personal_vote
president_parliamentary,baseline,171,25,0.52,personal_vote
president_parliamentary,baseline,172,25,0.44,personal_vote
president_parliamentary,baseline,173,25,0.36,personal_vote
president_parliamentary,baseline,174,25,0.52,personal_vote
president_parliamentary,baseline,175,25,0.52,personal_vote
president_parliamentary,baseline,176,25,0.56,personal_vote
president_parliamentary,baseline,177,25,0.68,personal_vote
president_parliamentary,baseline,178,25,0.44,personal_vote
president_parliamentary,baseline,179,25,0.56,personal_vote
president_parliamentary,baseline,180,25,0.44,personal_vote
president_parliamentary,baseline,181,25,0.72,personal_vote
president_parliamentary,baseline,182,25,0.56,personal_vote
president_parliamentary,baseline,183,25,0.6,personal_vote
president_parliamentary,baseline,184,25,0.52,personal_vote
president_parliamentary,baseline,185,25,0.4,personal_vote
president_parliamentary,baseline,186,25,0.44,personal_vote
president_parliamentary,baseline,187,25,0.44,personal_vote
president_parliamentary,baseline,188,25,0.68,personal_vote
president_parliamentary,baseline,189,25,0.68,personal_vote
president_parliamentary,baseline,190,25,0.52,personal_vote
president_parliamentary,baseline,191,25,0.56,personal_vote
president_parliamentary,baseline,192,25,0.6,personal_vote
president_parliamentary,baseline,193,25,0.36,personal_vote
president_parliamentary,baseline,194,25,0.56,personal_vote
president_parliamentary,baseline,195,25,0.44,personal_vote
president_parliamentary,baseline,196,25,0.56,personal_vote
president_parliamentary,baseline,197,25,0.56,personal_vote
president_parliamentary,baseline,198,25,0.6,personal_vote
president_parliamentary,baseline,199,25,0.64,personal_vote
parliamentary,fragmented,0,30,0.0,cohesive_obstruction
parliamentary,fragmented,1,30,0.0,cohesive_obstruction
parliamentary,fragmented,2,30,0.0,cohesive_obstruction
parliamentary,fragmented,3,30,0.0,cohesive_obstruction
parliamentary,fragmented,4,30,0.0,cohesive_obstruction
parliamentary,fragmented,5,30,0.0,cohesive_obstruction
parliamentary,fragmented,6,30,0.0,cohesive_obstruction
parliamentary,fragmented,7,30,0.0,cohesive_obstruction
parliamentary,fragmented,8,30,0.0,cohesive_obstruction
parliamentary,fragmented,9,30,0.0,cohesive_obstruction
parliamentary,fragmented,10,30,0.0,cohesive_obstruction
parliamentary,fragmented,11,30,0.0,cohesive_obstruction
parliamentary,fragmented,12,30,0.0,cohesive_obstruction
parliamentary,fragmented,13,30,0.0,cohesive_obstruction
parliamentary,fragmented,14,30,0.0,cohesive_obstruction
parliamentary,fragmented,15,30,0.0,cohesive_obstruction
parliamentary,fragmented,16,30,0.0,cohesive_obstruction
parliamentary,fragmented,17,30,0.0,cohesive_obstruction
parliamentary,fragmented,18,30,0.0,cohesive_obstruction
parliamentary,fragmented,19,30,0.0,cohesive_obstruction
parliamentary,fragmented,20,30,0.0,cohesive_obstruction
parliamentary,fragmented,21,30,0.0,cohesive_obstruction
parliamentary,fragmented,22,30,0.0,cohesive_obstruction
parliamentary,fragmented,23,30,0.0,cohesive_obstruction
parliamentary,fragmented,24,30,0.0,cohesive_obstruction
parliamentary,fragmented,25,30,0.03333333333333333,cohesive_obstruction
parliamentary,fragmented,26,30,0.0,cohesive_obstruction
parliamentary,fragmented,27,30,0.0,cohesive_obstruction
parliamentary,fragmented,28,30,0.0,cohesive_obstruction
parliamentary,fragmented,29,30,0.0,cohesive_obstruction
parliamentary,fragmented,30,30,0.0,cohesive_obstruction
parliamentary,fragmented,31,30,0.0,cohesive_obstruction
parliamentary,fragmented,32,30,0.0,cohesive_obstruction
parliamentary,fragmented,33,30,0.0,cohesive_obstruction
parliamentary,fragmented,34,30,0.0,cohesive_obstruction
parliamentary,fragmented,35,30,0.0,cohesive_obstruction
parliamentary,fragmented,36,30,0.0,cohesive_obstruction
parliamentary,fragmented,37,30,0.0,cohesive_obstruction
parliamentary,fragmented,38,30,0.0,cohesive_obstruction
parliamentary,fragmented,39,30,0.0,cohesive_obstruction
parliamentary,fragmented,40,30,0.0,cohesive_obstruction
parliamentary,fragmented,41,30,0.0,cohesive_obstruction
parliamentary,fragmented,42,30,0.0,cohesive_obstruction
parliamentary,fragmented,43,30,0.0,cohesive_obstruction
parliamentary,fragmented,44,30,0.0,cohesive_obstruction
parliamentary,fragmented,45,30,0.0,cohesive_obstruction
parliamentary,fragmented,46,30,0.0,cohesive_obstruction
parliamentary,fragmented,47,30,0.0,cohesive_obstruction
parliamentary,fragmented,48,30,0.0,cohesive_obstruction
parliamentary,fragmented,49,30,0.0,cohesive_obstruction
parliamentary,fragmented,50,30,0.0,cohesive_obstruction
parliamentary,fragmented,51,30,0.0,cohesive_obstruction
parliamentary,fragmented,52,30,0.0,cohesive_obstruction
parliamentary,fragmented,53,30,0.0,cohesive_obstruction
parliamentary,fragmented,54,30,0.0,cohesive_obstruction
parliamentary,fragmented,55,30,0.0,cohesive_obstruction
parliamentary,fragmented,56,30,0.0,cohesive_obstruction
parliamentary,fragmented,57,30,0.0,cohesive_obstruction
parliamentary,fragmented,58,30,0.0,cohesive_obstruction
parliamentary,fragmented,59,30,0.0,cohesive_obstruction
parliamentary,fragmented,60,30,0.0,cohesive_obstruction
parliamentary,fragmented,61,30,0.0,cohesive_obstruction
parliamentary,fragmented,62,30,0.0,cohesive_obstruction
parliamentary,fragmented,63,30,0.0,cohesive_obstruction
parliamentary,fragmented,64,30,0.0,cohesive_obstruction
parliamentary,fragmented,65,30,0.0,cohesive_obstruction
parliamentary,fragmented,66,30,0.0,cohesive_obstruction
parliamentary,fragmented,67,30,0.0,cohesive_obstruction
parliamentary,fragmented,68,30,0.0,cohesive_obstruction
parliamentary,fragmented,69,30,0.0,cohesive_obstruction
parliamentary,fragmented,70,30,0.0,cohesive_obstruction
parliamentary,fragmented,71,30,0.0,cohesive_obstruction
parliamentary,fragmented,72,30,0.0,cohesive_obstruction
parliamentary,fragmented,73,30,0.0,cohesive_obstruction
parliamentary,fragmented,74,30,0.0,cohesive_obstruction
parliamentary,fragmented,75,30,0.0,cohesive_obstruction
parliamentary,fragmented,76,30,0.0,cohesive_obstruction
parliamentary,fragmented,77,30,0.0,cohesive_obstruction
parliamentary,fragmented,78,30,0.0,cohesive_obstruction
parliamentary,fragmented,79,30,0.0,cohesive_obstruction
parliamentary,fragmented,80,30,0.0,cohesive_obstruction
parliamentary,fragmented,81,30,0.0,cohesive_obstruction
parliamentary,fragmented,82,30,0.0,cohesive_obstruction
parliamentary,fragmented,83,30,0.0,cohesive_obstruction
parliamentary,fragmented,84,30,0.0,cohesive_obstruction
parliamentary,fragmented,85,30,0.0,cohesive_obstruction
parliamentary,fragmented,86,30,0.03333333333333333,cohesive_obstruction
parliamentary,fragmented,87,30,0.0,cohesive_obstruction
parliamentary,fragmented,88,30,0.0,cohesive_obstruction
parliamentary,fragmented,89,30,0.0,cohesive_obstruction
parliamentary,fragmented,90,30,0.03333333333333333,cohesive_obstruction
parliamentary,fragmented,91,30,0.0,cohesive_obstruction
parliamentary,fragmented,92,30,0.0,cohesive_obstruction
parliamentary,fragmented,93,30,0.0,cohesive_obstruction
parliamentary,fragmented,94,30,0.0,cohesive_obstruction
parliamentary,fragmented,95,30,0.0,cohesive_obstruction
parliamentary,fragmented,96,30,0.0,cohesive_obstruction
parliamentary,fragmented,97,30,0.0,cohesive_obstruction
parliamentary,fragmented,98,30,0.0,cohesive_obstruction
parliamentary,fragmented,99,30,0.0,cohesive_obstruction
parliamentary,fragmented,100,30,0.0,cohesive_obstruction
parliamentary,fragmented,101,30,0.0,cohesive_obstruction
parliamentary,fragmented,102,30,0.0,cohesive_obstruction
parliamentary,fragmented,103,30,0.0,cohesive_obstruction
parliamentary,fragmented,104,30,0.0,cohesive_obstruction
parliamentary,fragmented,105,30,0.0,cohesive_obstruction
parliamentary,fragmented,106,30,0.0,cohesive_obstruction
parliamentary,fragmented,107,30,0.0,cohesive_obstruction
parliamentary,fragmented,108,30,0.0,cohesive_obstruction
parliamentary,fragmented,109,30,0.0,cohesive_obstruction
parliamentary,fragmented,110,30,0.0,cohesive_obstruction
parliamentary,fragmented,111,30,0.0,cohesive_obstruction
parliamentary,fragmented,112,30,0.0,cohesive_obstruction
parliamentary,fragmented,113,30,0.0,cohesive_obstruction
parliamentary,fragmented,114,30,0.0,cohesive_obstruction
parliamentary,fragmented,115,30,0.0,cohesive_obstruction
parliamentary,fragmented,116,30,0.0,cohesive_obstruction
parliamentary,fragmented,117,30,0.0,cohesive_obstruction
parliamentary,fragmented,118,30,0.0,cohesive_obstruction
parliamentary,fragmented,119,30,0.0,cohesive_obstruction
parliamentary,fragmented,120,30,0.0,cohesive_obstruction
parliamentary,fragmented,121,30,0.0,cohesive_obstruction
parliamentary,fragmented,122,30,0.0,cohesive_obstruction
parliamentary,fragmented,123,30,0.0,cohesive_obstruction
parliamentary,fragmented,124,30,0.0,cohesive_obstruction
parliamentary,fragmented,125,30,0.0,cohesive_obstruction
parliamentary,fragmented,126,30,0.0,cohesive_obstruction
parliamentary,fragmented,127,30,0.0,cohesive_obstruction
parliamentary,fragmented,128,30,0.0,cohesive_obstruction
parliamentary,fragmented,129,30,0.0,cohesive_obstruction
parliamentary,fragmented,130,30,0.0,cohesive_obstruction
parliamentary,fragmented,131,30,0.0,cohesive_obstruction
parliamentary,fragmented,132,30,0.0,cohesive_obstruction
parliamentary,fragmented,133,30,0.0,cohesive_obstruction
parliamentary,fragmented,134,30,0.0,cohesive_obstruction
parliamentary,fragmented,135,30,0.0,cohesive_obstruction
parliamentary,fragmented,136,30,0.0,cohesive_obstruction
parliamentary,fragmented,137,30,0.0,cohesive_obstruction
parliamentary,fragmented,138,30,0.0,cohesive_obstruction
parliamentary,fragmented,139,30,0.0,cohesive_obstruction
parliamentary,fragmented,140,30,0.0,cohesive_obstruction
parliamentary,fragmented,141,30,0.0,cohesive_obstruction
parliamentary,fragmented,142,30,0.0,cohesive_obstruction
parliamentary,fragmented,143,30,0.0,cohesive_obstruction
parliamentary,fragmented,144,30,0.0,cohesive_obstruction
parliamentary,fragmented,145,30,0.0,cohesive_obstruction
parliamentary,fragmented,146,30,0.0,cohesive_obstruction
parliamentary,fragmented,147,30,0.0,cohesive_obstruction
parliamentary,fragmented,148,30,0.0,cohesive_obstruction
parliamentary,fragmented,149,30,0.0,cohesive_obstruction
parliamentary,fragmented,150,30,0.0,cohesive_obstruction
parliamentary,fragmented,151,30,0.0,cohesive_obstruction
parliamentary,fragmented,152,30,0.0,cohesive_obstruction
parliamentary,fragmented,153,30,0.0,cohesive_obstruction
parliamentary,fragmented,154,30,0.0,cohesive_obstruction
parliamentary,fragmented,155,30,0.0,cohesive_obstruction
parliamentary,fragmented,156,30,0.0,cohesive_obstruction
parliamentary,fragmented,157,30,0.0,cohesive_obstruction
parliamentary,fragmented,158,30,0.0,cohesive_obstruction
parliamentary,fragmented,159,30,0.0,cohesive_obstruction
parliamentary,fragmented,160,30,0.0,cohesive_obstruction
parliamentary,fragmented,161,30,0.0,cohesive_obstruction
parliamentary,fragmented,162,30,0.0,cohesive_obstruction
parliamentary,fragmented,163,30,0.0,cohesive_obstruction
parliamentary,fragmented,164,30,0.0,cohesive_obstruction
parliamentary,fragmented,165,30,0.0,cohesive_obstruction
parliamentary,fragmented,166,30,0.0,cohesive_obstruction
parliamentary,fragmented,167,30,0.0,cohesive_obstruction
parliamentary,fragmented,168,30,0.0,cohesive_obstruction
parliamentary,fragmented,169,30,0.0,cohesive_obstruction
parliamentary,fragmented,170,30,0.0,cohesive_obstruction
parliamentary,fragmented,171,30,0.0,cohesive_obstruction
parliamentary,fragmented,172,30,0.0,cohesive_obstruction
parliamentary,fragmented,173,30,0.0,cohesive_obstruction
parliamentary,fragmented,174,30,0.0,cohesive_obstruction
parliamentary,fragmented,175,30,0.0,cohesive_obstruction
parliamentary,fragmented,176,30,0.0,cohesive_obstruction
parliamentary,fragmented,177,30,0.0,cohesive_obstruction
parliamentary,fragmented,178,30,0.0,cohesive_obstruction
parliamentary,fragmented,179,30,0.0,cohesive_obstruction
parliamentary,fragmented,180,30,0.0,cohesive_obstruction
parliamentary,fragmented,181,30,0.0,cohesive_obstruction
parliamentary,fragmented,182,30,0.0,cohesive_obstruction
parliamentary,fragmented,183,30,0.0,cohesive_obstruction
parliamentary,fragmented,184,30,0.0,cohesive_obstruction
parliamentary,fragmented,185,30,0.0,cohesive_obstruction
parliamentary,fragmented,186,30,0.0,cohesive_obstruction
parliamentary,fragmented,187,30,0.0,cohesive_obstruction
parliamentary,fragmented,188,30,0.0,cohesive_obstruction
parliamentary,fragmented,189,30,0.0,cohesive_obstruction
parliamentary,fragmented,190,30,0.0,cohesive_obstruction
parliamentary,fragmented,191,30,0.0,cohesive_obstruction
parliamentary,fragmented,192,30,0.0,cohesive_obstruction
parliamentary,fragmented,193,30,0.0,cohesive_obstruction
parliamentary,fragmented,194,30,0.0,cohesive_obstruction
parliamentary,fragmented,195,30,0.0,cohesive_obstruction
parliamentary,fragmented,196,30,0.0,cohesive_obstruction
parliamentary,fragmented,197,30,0.0,cohesive_obstruction
parliamentary,fragmented,198,30,0.0,cohesive_obstruction
parliamentary,fragmented,199,30,0.0,cohesive_obstruction
parliamentary,fragmented,0,30,0.4666666666666667,personal_vote
parliamentary,fragmented,1,30,0.5,personal_vote
parliamentary,fragmented,2,30,0.4,personal_vote
parliamentary,fragmented,3,30,0.36666666666666664,personal_vote
parliamentary,fragmented,4,30,0.5333333333333333,personal_vote
parliamentary,fragmented,5,30,0.3,personal_vote
parliamentary,fragmented,6,30,0.4666666666666667,personal_vote
parliamentary,fragmented,7,30,0.5333333333333333,personal_vote
parliamentary,fragmented,8,30,0.43333333333333335,personal_vote
parliamentary,fragmented,9,30,0.3,personal_vote
parliamentary,fragmented,10,30,0.5333333333333333,personal_vote
parliamentary,fragmented,11,30,0.43333333333333335,personal_vote
parliamentary,fragmented,12,30,0.43333333333333335,personal_vote
parliamentary,fragmented,13,30,0.5,personal_vote
parliamentary,fragmented,14,30,0.43333333333333335,personal_vote
parliamentary,fragmented,15,30,0.36666666666666664,personal_vote
parliamentary,fragmented,16,30,0.43333333333333335,personal_vote
parliamentary,fragmented,17,30,0.5333333333333333,personal_vote
parliamentary,fragmented,18,30,0.5666666666666667,personal_vote
parliamentary,fragmented,19,30,0.4666666666666667,personal_vote
parliamentary,fragmented,20,30,0.36666666666666664,personal_vote
parliamentary,fragmented,21,30,0.43333333333333335,personal_vote
parliamentary,fragmented,22,30,0.4666666666666667,personal_vote
parliamentary,fragmented,23,30,0.4666666666666667,personal_vote
parliamentary,fragmented,24,30,0.5,personal_vote
parliamentary,fragmented,25,30,0.5,personal_vote
parliamentary,fragmented,26,30,0.4,personal_vote
parliamentary,fragmented,27,30,0.5,personal_vote
parliamentary,fragmented,28,30,0.6,personal_vote
parliamentary,fragmented,29,30,0.4,personal_vote
parliamentary,fragmented,30,30,0.43333333333333335,personal_vote
