scope,metric,violation_prevalence,expected_gate_minus_broad
mlx-community/Qwen3-8B-4bit,constraint_followed,0.33,0.048958333333333326
mlx-community/Qwen3-8B-4bit,constraint_followed,0.34,0.04791666666666666
mlx-community/Qwen3-8B-4bit,constraint_followed,0.35000000000000003,0.046874999999999986
mlx-community/Qwen3-8B-4bit,constraint_followed,0.36,0.04583333333333333
mlx-community/Qwen3-8B-4bit,constraint_followed,0.37,0.04479166666666667
mlx-community/Qwen3-8B-4bit,constraint_followed,0.38,0.04375
mlx-community/Qwen3-8B-4bit,constraint_followed,0.39,0.04270833333333333
mlx-community/Qwen3-8B-4bit,constraint_followed,0.4,0.041666666666666664
mlx-community/Qwen3-8B-4bit,constraint_followed,0.41000000000000003,0.040624999999999994
mlx-community/Qwen3-8B-4bit,constraint_followed,0.42,0.03958333333333334
mlx-community/Qwen3-8B-4bit,constraint_followed,0.43,0.03854166666666667
mlx-community/Qwen3-8B-4bit,constraint_followed,0.44,0.037500000000000006
mlx-community/Qwen3-8B-4bit,constraint_followed,0.45,0.036458333333333336
mlx-community/Qwen3-8B-4bit,constraint_followed,0.46,0.035416666666666666
mlx-community/Qwen3-8B-4bit,constraint_followed,0.47000000000000003,0.034375
mlx-community/Qwen3-8B-4bit,constraint_followed,0.48,0.03333333333333334
mlx-community/Qwen3-8B-4bit,constraint_followed,0.49,0.03229166666666666
mlx-community/Qwen3-8B-4bit,constraint_followed,0.5,0.03125
mlx-community/Qwen3-8B-4bit,constraint_followed,0.51,0.030208333333333334
mlx-community/Qwen3-8B-4bit,constraint_followed,0.52,0.02916666666666666
mlx-community/Qwen3-8B-4bit,constraint_followed,0.53,0.028124999999999997
mlx-community/Qwen3-8B-4bit,constraint_followed,0.54,0.02708333333333333
mlx-community/Qwen3-8B-4bit,constraint_followed,0.55,0.026041666666666657
mlx-community/Qwen3-8B-4bit,constraint_followed,0.56,0.024999999999999994
mlx-community/Qwen3-8B-4bit,constraint_followed,0.5700000000000001,0.023958333333333328
mlx-community/Qwen3-8B-4bit,constraint_followed,0.58,0.022916666666666672
mlx-community/Qwen3-8B-4bit,constraint_followed,0.59,0.021875
mlx-community/Qwen3-8B-4bit,constraint_followed,0.6,0.020833333333333336
mlx-community/Qwen3-8B-4bit,constraint_followed,0.61,0.01979166666666667
mlx-community/Qwen3-8B-4bit,constraint_followed,0.62,0.018749999999999996
mlx-community/Qwen3-8B-4bit,constraint_followed,0.63,0.017708333333333333
mlx-community/Qwen3-8B-4bit,constraint_followed,0.64,0.016666666666666666
mlx-community/Qwen3-8B-4bit,constraint_followed,0.65,0.015624999999999997
mlx-community/Qwen3-8B-4bit,constraint_followed,0.66,0.014583333333333328
mlx-community/Qwen3-8B-4bit,constraint_followed,0.67,0.013541666666666664
mlx-community/Qwen3-8B-4bit,constraint_followed,0.68,0.012499999999999994
mlx-community/Qwen3-8B-4bit,constraint_followed,0.6900000000000001,0.011458333333333326
mlx-community/Qwen3-8B-4bit,constraint_followed,0.7000000000000001,0.010416666666666661
mlx-community/Qwen3-8B-4bit,constraint_followed,0.71,0.009375000000000005
mlx-community/Qwen3-8B-4bit,constraint_followed,0.72,0.008333333333333335
mlx-community/Qwen3-8B-4bit,constraint_followed,0.73,0.007291666666666667
mlx-community/Qwen3-8B-4bit,constraint_followed,0.74,0.006250000000000002
mlx-community/Qwen3-8B-4bit,constraint_followed,0.75,0.005208333333333332
mlx-community/Qwen3-8B-4bit,constraint_followed,0.76,0.004166666666666666
mlx-community/Qwen3-8B-4bit,constraint_followed,0.77,0.0031249999999999993
mlx-community/Qwen3-8B-4bit,constraint_followed,0.78,0.0020833333333333294
mlx-community/Qwen3-8B-4bit,constraint_followed,0.79,0.001041666666666663
mlx-community/Qwen3-8B-4bit,constraint_followed,0.8,-3.469446951953614e-18
mlx-community/Qwen3-8B-4bit,constraint_followed,0.81,-0.0010416666666666734
mlx-community/Qwen3-8B-4bit,constraint_followed,0.8200000000000001,-0.002083333333333338
mlx-community/Qwen3-8B-4bit,constraint_followed,0.8300000000000001,-0.0031250000000000062
mlx-community/Qwen3-8B-4bit,constraint_followed,0.84,-0.004166666666666662
mlx-community/Qwen3-8B-4bit,constraint_followed,0.85,-0.005208333333333332
mlx-community/Qwen3-8B-4bit,constraint_followed,0.86,-0.006249999999999997
mlx-community/Qwen3-8B-4bit,constraint_followed,0.87,-0.007291666666666665
mlx-community/Qwen3-8B-4bit,constraint_followed,0.88,-0.008333333333333335
mlx-community/Qwen3-8B-4bit,constraint_followed,0.89,-0.009375
mlx-community/Qwen3-8B-4bit,constraint_followed,0.9,-0.010416666666666668
mlx-community/Qwen3-8B-4bit,constraint_followed,0.91,-0.011458333333333338
mlx-community/Qwen3-8B-4bit,constraint_followed,0.92,-0.012500000000000002
mlx-community/Qwen3-8B-4bit,constraint_followed,0.93,-0.01354166666666667
mlx-community/Qwen3-8B-4bit,constraint_followed,0.9400000000000001,-0.01458333333333334
mlx-community/Qwen3-8B-4bit,constraint_followed,0.9500000000000001,-0.015625000000000007
mlx-community/Qwen3-8B-4bit,constraint_followed,0.96,-0.01666666666666666
mlx-community/Qwen3-8B-4bit,constraint_followed,0.97,-0.01770833333333333
mlx-community/Qwen3-8B-4bit,constraint_followed,0.98,-0.01875
mlx-community/Qwen3-8B-4bit,constraint_followed,0.99,-0.019791666666666662
mlx-community/Qwen3-8B-4bit,constraint_followed,1.0,-0.020833333333333332
pooled_models,constraint_followed,0.0,0.06770833333333333
pooled_models,constraint_followed,0.01,0.06692708333333333
pooled_models,constraint_followed,0.02,0.06614583333333332
pooled_models,constraint_followed,0.03,0.06536458333333334
pooled_models,constraint_followed,0.04,0.06458333333333333
pooled_models,constraint_followed,0.05,0.06380208333333333
pooled_models,constraint_followed,0.06,0.06302083333333333
pooled_models,constraint_followed,0.07,0.06223958333333332
pooled_models,constraint_followed,0.08,0.06145833333333333
pooled_models,constraint_followed,0.09,0.06067708333333333
pooled_models,constraint_followed,0.1,0.05989583333333333
pooled_models,constraint_followed,0.11,0.05911458333333333
pooled_models,constraint_followed,0.12,0.05833333333333333
pooled_models,constraint_followed,0.13,0.05755208333333332
pooled_models,constraint_followed,0.14,0.05677083333333333
pooled_models,constraint_followed,0.15,0.05598958333333333
pooled_models,constraint_followed,0.16,0.05520833333333333
pooled_models,constraint_followed,0.17,0.05442708333333333
pooled_models,constraint_followed,0.18,0.05364583333333333
pooled_models,constraint_followed,0.19,0.05286458333333333
pooled_models,constraint_followed,0.2,0.052083333333333336
pooled_models,constraint_followed,0.21,0.05130208333333333
pooled_models,constraint_followed,0.22,0.050520833333333334
pooled_models,constraint_followed,0.23,0.04973958333333333
pooled_models,constraint_followed,0.24,0.048958333333333326
pooled_models,constraint_followed,0.25,0.048177083333333336
pooled_models,constraint_followed,0.26,0.04739583333333333
pooled_models,constraint_followed,0.27,0.04661458333333333
pooled_models,constraint_followed,0.28,0.04583333333333333
pooled_models,constraint_followed,0.29,0.045052083333333326
pooled_models,constraint_followed,0.3,0.04427083333333332
pooled_models,constraint_followed,0.31,0.04348958333333333
pooled_models,constraint_followed,0.32,0.04270833333333333
pooled_models,constraint_followed,0.33,0.04192708333333332
pooled_models,constraint_followed,0.34,0.041145833333333326
pooled_models,constraint_followed,0.35000000000000003,0.04036458333333332
pooled_models,constraint_followed,0.36,0.03958333333333333
pooled_models,constraint_followed,0.37,0.038802083333333334
pooled_models,constraint_followed,0.38,0.03802083333333333
pooled_models,constraint_followed,0.39,0.037239583333333326
pooled_models,constraint_followed,0.4,0.03645833333333333
pooled_models,constraint_followed,0.41000000000000003,0.035677083333333325
pooled_models,constraint_followed,0.42,0.03489583333333334
pooled_models,constraint_followed,0.43,0.03411458333333334
pooled_models,constraint_followed,0.44,0.03333333333333333
pooled_models,constraint_followed,0.45,0.032552083333333336
pooled_models,constraint_followed,0.46,0.03177083333333333
pooled_models,constraint_followed,0.47000000000000003,0.030989583333333327
pooled_models,constraint_followed,0.48,0.030208333333333337
pooled_models,constraint_followed,0.49,0.029427083333333333
pooled_models,constraint_followed,0.5,0.028645833333333332
pooled_models,constraint_followed,0.51,0.02786458333333333
pooled_models,constraint_followed,0.52,0.027083333333333327
pooled_models,constraint_followed,0.53,0.026302083333333334
pooled_models,constraint_followed,0.54,0.025520833333333326
pooled_models,constraint_followed,0.55,0.02473958333333333
pooled_models,constraint_followed,0.56,0.023958333333333328
pooled_models,constraint_followed,0.5700000000000001,0.023177083333333327
pooled_models,constraint_followed,0.58,0.022395833333333337
