scenario,institution,ablation,seed,cluster_spread,bills_processed,bills_passed,passage_rate,avg_representation_distance,representation_inequality,perfect_representation_rate
fragmented,republican,baseline,22,0.15,30,1,0.03333333333333333,1.12662931297393,0.49735264196444573,0.09523809523809523
fragmented,republican,baseline,23,0.15,30,1,0.03333333333333333,1.1157075259636722,0.45758331156224874,0.047619047619047616
fragmented,republican,baseline,24,0.15,30,7,0.23333333333333334,1.1295258743515302,0.45063833576931184,0.0
fragmented,republican,baseline,25,0.15,30,9,0.3,1.0875311403357804,0.45554321840746553,0.0
fragmented,republican,baseline,26,0.15,30,2,0.06666666666666667,1.1740112433595742,0.4794557815852278,0.09523809523809523
fragmented,republican,baseline,27,0.15,30,6,0.2,1.133563172582987,0.5106009791040044,0.09523809523809523
fragmented,republican,baseline,28,0.15,30,4,0.13333333333333333,1.1099095413882543,0.43503923205251493,0.047619047619047616
fragmented,republican,baseline,29,0.15,30,5,0.16666666666666666,1.1389334424382647,0.48776704082842554,0.047619047619047616
fragmented,republican,baseline,30,0.15,30,5,0.16666666666666666,1.1388706229920285,0.4543645775589019,0.0
fragmented,republican,baseline,31,0.15,30,4,0.13333333333333333,1.1357835799343174,0.3916923208042863,0.0
fragmented,republican,baseline,32,0.15,30,4,0.13333333333333333,1.0801200704663412,0.4943068928070553,0.09523809523809523
fragmented,republican,baseline,33,0.15,30,9,0.3,1.132677069014924,0.46881861760548016,0.0
fragmented,republican,baseline,34,0.15,30,7,0.23333333333333334,1.1245477002915547,0.43852921155849733,0.047619047619047616
fragmented,republican,baseline,35,0.15,30,6,0.2,1.127018996385875,0.4034957948467247,0.0
fragmented,republican,baseline,36,0.15,30,7,0.23333333333333334,1.1280878794344193,0.45049131043774676,0.09523809523809523
fragmented,republican,baseline,37,0.15,30,1,0.03333333333333333,1.1235853848143211,0.4523067904897765,0.047619047619047616
fragmented,republican,baseline,38,0.15,30,10,0.3333333333333333,1.1141187271350652,0.46139728724633033,0.047619047619047616
fragmented,republican,baseline,39,0.15,30,2,0.06666666666666667,1.086579352967319,0.423297961442392,0.047619047619047616
